State,year,commodity,units,Sales
Alabama,2009,Cottonseed,"$1,000     ",17125.0
Alabama,2009,Oil crops,"$1,000     ",329768.0
Alabama,2009,Peanuts,"$1,000     ",163863.0
Alabama,2009,Soybeans,"$1,000     ",165905.0
Alabama,2009,Vegetables and melons,"$1,000     ",28939.0
Alabama,2009,Potatoes,"$1,000     ",976.0
Alabama,2009,"Potatoes, Summer","$1,000     ",976.0
Alabama,2009,Sweet potatoes,"$1,000     ",8016.0
Alabama,2009,"Corn, Sweet","$1,000     ",2220.0
Alabama,2009,"Corn, Sweet, Fresh","$1,000     ",2220.0
Alabama,2009,Cucumbers,"$1,000     ",299.0
Alabama,2009,"Cucumbers, Fresh","$1,000     ",
Alabama,2009,"Cucumbers, Processing","$1,000     ",299.0
Alabama,2009,Tomatoes,"$1,000     ",13017.0
Alabama,2009,"Tomatoes, Fresh","$1,000     ",13017.0
Alabama,2009,Watermelon,"$1,000     ",4410.0
Alabama,2009,Fruits and nuts,"$1,000     ",21115.0
Alabama,2009,Peaches,"$1,000     ",4375.0
Alabama,2009,Blueberries,"$1,000     ",492.0
Alabama,2009,Pecans,"$1,000     ",16248.0
Alabama,2009,All other crops,"$1,000     ",250588.0
Alabama,2009,Floriculture,"$1,000     ",
Alabama,2009,Miscellaneous crops,"$1,000     ",250588.0
Alabama,2009,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2010,All commodities,"$1,000     ",4654767.0
Alabama,2010,Animals and products,"$1,000     ",3710226.0
Alabama,2010,Meat animals,"$1,000     ",429919.0
Alabama,2010,Cattle and calves,"$1,000     ",387572.0
Alabama,2010,Hogs,"$1,000     ",42347.0
Alabama,2010,"Dairy products, Milk","$1,000     ",30225.0
Alabama,2010,Poultry and eggs,"$1,000     ",3105871.0
Alabama,2010,Broilers,"$1,000     ",2789334.0
Alabama,2010,Chicken eggs,"$1,000     ",291344.0
Alabama,2010,Farm chickens,"$1,000     ",11602.0
Alabama,2010,Turkeys,"$1,000     ",13591.0
Alabama,2010,Miscellaneous animals and products,"$1,000     ",144210.0
Alabama,2010,Aquaculture,"$1,000     ",107459.0
Alabama,2010,Catfish,"$1,000     ",107459.0
Alabama,2010,Sheep and lambs,"$1,000     ",1427.0
Alabama,2010,Honey,"$1,000     ",1166.0
Alabama,2010,Mohair,"$1,000     ",10.0
Alabama,2010,Other animals and products,"$1,000     ",34115.0
Alabama,2010,All other animals and products,"$1,000     ",34115.0
Alabama,2010,Wool,"$1,000     ",33.0
Alabama,2010,Crops,"$1,000     ",944542.0
Alabama,2010,Food grains,"$1,000     ",25950.0
Alabama,2010,Wheat,"$1,000     ",25950.0
Alabama,2010,Feed crops,"$1,000     ",161804.0
Alabama,2010,Corn,"$1,000     ",131202.0
Alabama,2010,Hay,"$1,000     ",29805.0
Alabama,2010,Oats,"$1,000     ",796.0
Alabama,2010,Sorghum,"$1,000     ",
Alabama,2010,Cotton,"$1,000     ",234734.0
Alabama,2010,Cotton lint,"$1,000     ",219863.0
Alabama,2010,"Cotton lint, Upland","$1,000     ",219863.0
Alabama,2010,Cottonseed,"$1,000     ",14871.0
Alabama,2010,Oil crops,"$1,000     ",235285.0
Alabama,2010,Peanuts,"$1,000     ",97536.0
Alabama,2010,Soybeans,"$1,000     ",137749.0
Alabama,2010,Vegetables and melons,"$1,000     ",22326.0
Alabama,2010,Potatoes,"$1,000     ",
Alabama,2010,"Potatoes, Summer","$1,000     ",
Alabama,2010,Sweet potatoes,"$1,000     ",3149.0
Alabama,2010,"Corn, Sweet","$1,000     ",2006.0
Alabama,2010,"Corn, Sweet, Fresh","$1,000     ",2006.0
Alabama,2010,Cucumbers,"$1,000     ",261.0
Alabama,2010,"Cucumbers, Fresh","$1,000     ",
Alabama,2010,"Cucumbers, Processing","$1,000     ",261.0
Alabama,2010,Tomatoes,"$1,000     ",12874.0
Alabama,2010,"Tomatoes, Fresh","$1,000     ",12874.0
Alabama,2010,Watermelon,"$1,000     ",4036.0
Alabama,2010,Fruits and nuts,"$1,000     ",13854.0
Alabama,2010,Peaches,"$1,000     ",4632.0
Alabama,2010,Blueberries,"$1,000     ",757.0
Alabama,2010,Pecans,"$1,000     ",8465.0
Alabama,2010,All other crops,"$1,000     ",250588.0
Alabama,2010,Floriculture,"$1,000     ",
Alabama,2010,Miscellaneous crops,"$1,000     ",250588.0
Alabama,2010,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2011,All commodities,"$1,000     ",4699644.0
Alabama,2011,Animals and products,"$1,000     ",3655711.0
Alabama,2011,Meat animals,"$1,000     ",433174.0
Alabama,2011,Cattle and calves,"$1,000     ",395653.0
Alabama,2011,Hogs,"$1,000     ",37521.0
Alabama,2011,"Dairy products, Milk","$1,000     ",33512.0
Alabama,2011,Poultry and eggs,"$1,000     ",3021130.0
Alabama,2011,Broilers,"$1,000     ",2671518.0
Alabama,2011,Chicken eggs,"$1,000     ",322651.0
Alabama,2011,Farm chickens,"$1,000     ",11830.0
Alabama,2011,Turkeys,"$1,000     ",15131.0
Alabama,2011,Miscellaneous animals and products,"$1,000     ",167894.0
Alabama,2011,Aquaculture,"$1,000     ",132782.0
Alabama,2011,Catfish,"$1,000     ",132782.0
Alabama,2011,Sheep and lambs,"$1,000     ",
Alabama,2011,Honey,"$1,000     ",1130.0
Alabama,2011,Mohair,"$1,000     ",11.0
Alabama,2011,Other animals and products,"$1,000     ",33915.0
Alabama,2011,All other animals and products,"$1,000     ",33915.0
Alabama,2011,Wool,"$1,000     ",57.0
Alabama,2011,Crops,"$1,000     ",1043933.0
Alabama,2011,Food grains,"$1,000     ",73294.0
Alabama,2011,Wheat,"$1,000     ",73294.0
Alabama,2011,Feed crops,"$1,000     ",182570.0
Alabama,2011,Corn,"$1,000     ",153796.0
Alabama,2011,Hay,"$1,000     ",27636.0
Alabama,2011,Oats,"$1,000     ",1138.0
Alabama,2011,Sorghum,"$1,000     ",
Alabama,2011,Cotton,"$1,000     ",269578.0
Alabama,2011,Cotton lint,"$1,000     ",239445.0
Alabama,2011,"Cotton lint, Upland","$1,000     ",239445.0
Alabama,2011,Cottonseed,"$1,000     ",30133.0
Alabama,2011,Oil crops,"$1,000     ",206646.0
Alabama,2011,Peanuts,"$1,000     ",112732.0
Alabama,2011,Soybeans,"$1,000     ",93914.0
Alabama,2011,Vegetables and melons,"$1,000     ",23490.0
Alabama,2011,Potatoes,"$1,000     ",
Alabama,2011,"Potatoes, Summer","$1,000     ",
Alabama,2011,Sweet potatoes,"$1,000     ",3004.0
Alabama,2011,"Corn, Sweet","$1,000     ",1943.0
Alabama,2011,"Corn, Sweet, Fresh","$1,000     ",1943.0
Alabama,2011,Cucumbers,"$1,000     ",327.0
Alabama,2011,"Cucumbers, Fresh","$1,000     ",
Alabama,2011,"Cucumbers, Processing","$1,000     ",327.0
Alabama,2011,Tomatoes,"$1,000     ",14016.0
Alabama,2011,"Tomatoes, Fresh","$1,000     ",14016.0
Alabama,2011,Watermelon,"$1,000     ",4200.0
Alabama,2011,Fruits and nuts,"$1,000     ",37540.0
Alabama,2011,Peaches,"$1,000     ",5040.0
Alabama,2011,Blueberries,"$1,000     ",850.0
Alabama,2011,Pecans,"$1,000     ",31650.0
Alabama,2011,All other crops,"$1,000     ",250816.0
Alabama,2011,Floriculture,"$1,000     ",
Alabama,2011,Miscellaneous crops,"$1,000     ",250816.0
Alabama,2011,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2012,All commodities,"$1,000     ",5228635.0
Alabama,2012,Animals and products,"$1,000     ",3914823.0
Alabama,2012,Meat animals,"$1,000     ",545107.0
Alabama,2012,Cattle and calves,"$1,000     ",505042.0
Alabama,2012,Hogs,"$1,000     ",40065.0
Alabama,2012,"Dairy products, Milk","$1,000     ",27864.0
Alabama,2012,Poultry and eggs,"$1,000     ",3189813.0
Alabama,2012,Broilers,"$1,000     ",2810100.0
Alabama,2012,Chicken eggs,"$1,000     ",352021.0
Alabama,2012,Farm chickens,"$1,000     ",11984.0
Alabama,2012,Turkeys,"$1,000     ",15708.0
Alabama,2012,Miscellaneous animals and products,"$1,000     ",152039.0
Alabama,2012,Aquaculture,"$1,000     ",110581.0
Alabama,2012,Catfish,"$1,000     ",110581.0
Alabama,2012,Sheep and lambs,"$1,000     ",
Alabama,2012,Honey,"$1,000     ",1067.0
Alabama,2012,Mohair,"$1,000     ",9.0
Alabama,2012,Other animals and products,"$1,000     ",40358.0
Alabama,2012,All other animals and products,"$1,000     ",40358.0
Alabama,2012,Wool,"$1,000     ",23.0
Alabama,2012,Crops,"$1,000     ",1313813.0
Alabama,2012,Food grains,"$1,000     ",82931.0
Alabama,2012,Wheat,"$1,000     ",82931.0
Alabama,2012,Feed crops,"$1,000     ",239756.0
Alabama,2012,Corn,"$1,000     ",197526.0
Alabama,2012,Hay,"$1,000     ",40746.0
Alabama,2012,Oats,"$1,000     ",1485.0
Alabama,2012,Sorghum,"$1,000     ",
Alabama,2012,Cotton,"$1,000     ",307416.0
Alabama,2012,Cotton lint,"$1,000     ",263029.0
Alabama,2012,"Cotton lint, Upland","$1,000     ",263029.0
Alabama,2012,Cottonseed,"$1,000     ",44387.0
Alabama,2012,Oil crops,"$1,000     ",377193.0
Alabama,2012,Peanuts,"$1,000     ",199051.0
Alabama,2012,Soybeans,"$1,000     ",178142.0
Alabama,2012,Vegetables and melons,"$1,000     ",28901.0
Alabama,2012,Potatoes,"$1,000     ",
Alabama,2012,"Potatoes, Summer","$1,000     ",
Alabama,2012,Sweet potatoes,"$1,000     ",9446.0
Alabama,2012,"Corn, Sweet","$1,000     ",2454.0
Alabama,2012,"Corn, Sweet, Fresh","$1,000     ",2454.0
Alabama,2012,Cucumbers,"$1,000     ",316.0
Alabama,2012,"Cucumbers, Fresh","$1,000     ",
Alabama,2012,"Cucumbers, Processing","$1,000     ",316.0
Alabama,2012,Tomatoes,"$1,000     ",12730.0
Alabama,2012,"Tomatoes, Fresh","$1,000     ",12730.0
Alabama,2012,Watermelon,"$1,000     ",3955.0
Alabama,2012,Fruits and nuts,"$1,000     ",10710.0
Alabama,2012,Peaches,"$1,000     ",3968.0
Alabama,2012,Blueberries,"$1,000     ",1484.0
Alabama,2012,Pecans,"$1,000     ",5258.0
Alabama,2012,All other crops,"$1,000     ",266905.0
Alabama,2012,Floriculture,"$1,000     ",
Alabama,2012,Miscellaneous crops,"$1,000     ",266905.0
Alabama,2012,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2013,All commodities,"$1,000     ",6032985.0
Alabama,2013,Animals and products,"$1,000     ",4673466.0
Alabama,2013,Meat animals,"$1,000     ",524189.0
Alabama,2013,Cattle and calves,"$1,000     ",475353.0
Alabama,2013,Hogs,"$1,000     ",48836.0
Alabama,2013,"Dairy products, Milk","$1,000     ",27492.0
Alabama,2013,Poultry and eggs,"$1,000     ",3978450.0
Alabama,2013,Broilers,"$1,000     ",3564425.0
Alabama,2013,Chicken eggs,"$1,000     ",388528.0
Alabama,2013,Farm chickens,"$1,000     ",12882.0
Alabama,2013,Turkeys,"$1,000     ",12615.0
Alabama,2013,Miscellaneous animals and products,"$1,000     ",143336.0
Alabama,2013,Aquaculture,"$1,000     ",100892.0
Alabama,2013,Catfish,"$1,000     ",100892.0
Alabama,2013,Sheep and lambs,"$1,000     ",
Alabama,2013,Honey,"$1,000     ",1037.0
Alabama,2013,Mohair,"$1,000     ",11.0
Alabama,2013,Other animals and products,"$1,000     ",41377.0
Alabama,2013,All other animals and products,"$1,000     ",41377.0
Alabama,2013,Wool,"$1,000     ",18.0
Alabama,2013,Crops,"$1,000     ",1359518.0
Alabama,2013,Food grains,"$1,000     ",110558.0
Alabama,2013,Wheat,"$1,000     ",110558.0
Alabama,2013,Feed crops,"$1,000     ",241198.0
Alabama,2013,Corn,"$1,000     ",192365.0
Alabama,2013,Hay,"$1,000     ",46795.0
Alabama,2013,Oats,"$1,000     ",2038.0
Alabama,2013,Sorghum,"$1,000     ",
Alabama,2013,Cotton,"$1,000     ",261854.0
Alabama,2013,Cotton lint,"$1,000     ",220589.0
Alabama,2013,"Cotton lint, Upland","$1,000     ",220589.0
Alabama,2013,Cottonseed,"$1,000     ",41265.0
Alabama,2013,Oil crops,"$1,000     ",431225.0
Alabama,2013,Peanuts,"$1,000     ",187527.0
Alabama,2013,Soybeans,"$1,000     ",243699.0
Alabama,2013,Vegetables and melons,"$1,000     ",28238.0
Alabama,2013,Potatoes,"$1,000     ",
Alabama,2013,"Potatoes, Summer","$1,000     ",
Alabama,2013,Sweet potatoes,"$1,000     ",11828.0
Alabama,2013,"Corn, Sweet","$1,000     ",1872.0
Alabama,2013,"Corn, Sweet, Fresh","$1,000     ",1872.0
Alabama,2013,Cucumbers,"$1,000     ",412.0
Alabama,2013,"Cucumbers, Fresh","$1,000     ",
Alabama,2013,"Cucumbers, Processing","$1,000     ",412.0
Alabama,2013,Tomatoes,"$1,000     ",9979.0
Alabama,2013,"Tomatoes, Fresh","$1,000     ",9979.0
Alabama,2013,Watermelon,"$1,000     ",4147.0
Alabama,2013,Fruits and nuts,"$1,000     ",11223.0
Alabama,2013,Peaches,"$1,000     ",4493.0
Alabama,2013,Blueberries,"$1,000     ",1095.0
Alabama,2013,Pecans,"$1,000     ",5635.0
Alabama,2013,All other crops,"$1,000     ",275223.0
Alabama,2013,Floriculture,"$1,000     ",
Alabama,2013,Miscellaneous crops,"$1,000     ",275223.0
Alabama,2013,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2014,All commodities,"$1,000     ",6438770.0
Alabama,2014,Animals and products,"$1,000     ",5153222.0
Alabama,2014,Meat animals,"$1,000     ",697615.0
Alabama,2014,Cattle and calves,"$1,000     ",658917.0
Alabama,2014,Hogs,"$1,000     ",38698.0
Alabama,2014,"Dairy products, Milk","$1,000     ",30024.0
Alabama,2014,Poultry and eggs,"$1,000     ",4277553.0
Alabama,2014,Broilers,"$1,000     ",3854232.0
Alabama,2014,Chicken eggs,"$1,000     ",396108.0
Alabama,2014,Farm chickens,"$1,000     ",13610.0
Alabama,2014,Turkeys,"$1,000     ",13603.0
Alabama,2014,Miscellaneous animals and products,"$1,000     ",148030.0
Alabama,2014,Aquaculture,"$1,000     ",104468.0
Alabama,2014,Catfish,"$1,000     ",104468.0
Alabama,2014,Sheep and lambs,"$1,000     ",
Alabama,2014,Honey,"$1,000     ",1310.0
Alabama,2014,Mohair,"$1,000     ",11.0
Alabama,2014,Other animals and products,"$1,000     ",42218.0
Alabama,2014,All other animals and products,"$1,000     ",42218.0
Alabama,2014,Wool,"$1,000     ",22.0
Alabama,2014,Crops,"$1,000     ",1285548.0
Alabama,2014,Food grains,"$1,000     ",106957.0
Alabama,2014,Wheat,"$1,000     ",106957.0
Alabama,2014,Feed crops,"$1,000     ",252401.0
Alabama,2014,Corn,"$1,000     ",190684.0
Alabama,2014,Hay,"$1,000     ",58854.0
Alabama,2014,Oats,"$1,000     ",2863.0
Alabama,2014,Sorghum,"$1,000     ",
Alabama,2014,Cotton,"$1,000     ",313151.0
Alabama,2014,Cotton lint,"$1,000     ",277890.0
Alabama,2014,"Cotton lint, Upland","$1,000     ",277890.0
Alabama,2014,Cottonseed,"$1,000     ",35261.0
Alabama,2014,Oil crops,"$1,000     ",290659.0
Alabama,2014,Peanuts,"$1,000     ",82599.0
Alabama,2014,Soybeans,"$1,000     ",208060.0
Alabama,2014,Vegetables and melons,"$1,000     ",31023.0
Alabama,2014,Potatoes,"$1,000     ",
Alabama,2014,"Potatoes, Summer","$1,000     ",
Alabama,2014,Sweet potatoes,"$1,000     ",10604.0
Alabama,2014,"Corn, Sweet","$1,000     ",1750.0
Alabama,2014,"Corn, Sweet, Fresh","$1,000     ",1750.0
Alabama,2014,Cucumbers,"$1,000     ",308.0
Alabama,2014,"Cucumbers, Fresh","$1,000     ",
Alabama,2014,"Cucumbers, Processing","$1,000     ",308.0
Alabama,2014,Tomatoes,"$1,000     ",11886.0
Alabama,2014,"Tomatoes, Fresh","$1,000     ",11886.0
Alabama,2014,Watermelon,"$1,000     ",6475.0
Alabama,2014,Fruits and nuts,"$1,000     ",6872.0
Alabama,2014,Peaches,"$1,000     ",2280.0
Alabama,2014,Blueberries,"$1,000     ",1274.0
Alabama,2014,Pecans,"$1,000     ",3318.0
Alabama,2014,All other crops,"$1,000     ",284486.0
Alabama,2014,Floriculture,"$1,000     ",
Alabama,2014,Miscellaneous crops,"$1,000     ",284486.0
Alabama,2014,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2015,All commodities,"$1,000     ",5584297.0
Alabama,2015,Animals and products,"$1,000     ",4518889.0
Alabama,2015,Meat animals,"$1,000     ",594901.0
Alabama,2015,Cattle and calves,"$1,000     ",558383.0
Alabama,2015,Hogs,"$1,000     ",36518.0
Alabama,2015,"Dairy products, Milk","$1,000     ",19500.0
Alabama,2015,Poultry and eggs,"$1,000     ",3754341.0
Alabama,2015,Broilers,"$1,000     ",3320805.0
Alabama,2015,Chicken eggs,"$1,000     ",404090.0
Alabama,2015,Farm chickens,"$1,000     ",14779.0
Alabama,2015,Turkeys,"$1,000     ",14667.0
Alabama,2015,Miscellaneous animals and products,"$1,000     ",150147.0
Alabama,2015,Aquaculture,"$1,000     ",108866.0
Alabama,2015,Catfish,"$1,000     ",108866.0
Alabama,2015,Sheep and lambs,"$1,000     ",
Alabama,2015,Honey,"$1,000     ",1260.0
Alabama,2015,Mohair,"$1,000     ",11.0
Alabama,2015,Other animals and products,"$1,000     ",39986.0
Alabama,2015,All other animals and products,"$1,000     ",39986.0
Alabama,2015,Wool,"$1,000     ",24.0
Alabama,2015,Crops,"$1,000     ",1065408.0
Alabama,2015,Food grains,"$1,000     ",73491.0
Alabama,2015,Wheat,"$1,000     ",73491.0
Alabama,2015,Feed crops,"$1,000     ",205155.0
Alabama,2015,Corn,"$1,000     ",149149.0
Alabama,2015,Hay,"$1,000     ",52475.0
Alabama,2015,Oats,"$1,000     ",3530.0
Alabama,2015,Sorghum,"$1,000     ",
Alabama,2015,Cotton,"$1,000     ",168271.0
Alabama,2015,Cotton lint,"$1,000     ",134553.0
Alabama,2015,"Cotton lint, Upland","$1,000     ",134553.0
Alabama,2015,Cottonseed,"$1,000     ",33718.0
Alabama,2015,Oil crops,"$1,000     ",272961.0
Alabama,2015,Peanuts,"$1,000     ",105932.0
Alabama,2015,Soybeans,"$1,000     ",167028.0
Alabama,2015,Vegetables and melons,"$1,000     ",39441.0
Alabama,2015,Potatoes,"$1,000     ",
Alabama,2015,"Potatoes, Summer","$1,000     ",
Alabama,2015,Sweet potatoes,"$1,000     ",11770.0
Alabama,2015,"Corn, Sweet","$1,000     ",1458.0
Alabama,2015,"Corn, Sweet, Fresh","$1,000     ",1458.0
Alabama,2015,Cucumbers,"$1,000     ",295.0
Alabama,2015,"Cucumbers, Fresh","$1,000     ",
Alabama,2015,"Cucumbers, Processing","$1,000     ",295.0
Alabama,2015,Tomatoes,"$1,000     ",19828.0
Alabama,2015,"Tomatoes, Fresh","$1,000     ",19828.0
Alabama,2015,Watermelon,"$1,000     ",6090.0
Alabama,2015,Fruits and nuts,"$1,000     ",10983.0
Alabama,2015,Peaches,"$1,000     ",6182.0
Alabama,2015,Blueberries,"$1,000     ",960.0
Alabama,2015,Pecans,"$1,000     ",3841.0
Alabama,2015,All other crops,"$1,000     ",295107.0
Alabama,2015,Floriculture,"$1,000     ",
Alabama,2015,Miscellaneous crops,"$1,000     ",295107.0
Alabama,2015,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2016,All commodities,"$1,000     ",4995718.0
Alabama,2016,Animals and products,"$1,000     ",3884407.0
Alabama,2016,Meat animals,"$1,000     ",447998.0
Alabama,2016,Cattle and calves,"$1,000     ",419100.0
Alabama,2016,Hogs,"$1,000     ",28898.0
Alabama,2016,"Dairy products, Milk","$1,000     ",15903.0
Alabama,2016,Poultry and eggs,"$1,000     ",3259423.0
Alabama,2016,Broilers,"$1,000     ",2864463.0
Alabama,2016,Chicken eggs,"$1,000     ",367961.0
Alabama,2016,Farm chickens,"$1,000     ",11959.0
Alabama,2016,Turkeys,"$1,000     ",15040.0
Alabama,2016,Miscellaneous animals and products,"$1,000     ",161083.0
Alabama,2016,Aquaculture,"$1,000     ",119989.0
Alabama,2016,Catfish,"$1,000     ",119989.0
Alabama,2016,Sheep and lambs,"$1,000     ",
Alabama,2016,Honey,"$1,000     ",1256.0
Alabama,2016,Mohair,"$1,000     ",11.0
Alabama,2016,Other animals and products,"$1,000     ",39804.0
Alabama,2016,All other animals and products,"$1,000     ",39804.0
Alabama,2016,Wool,"$1,000     ",23.0
Alabama,2016,Crops,"$1,000     ",1111311.0
Alabama,2016,Food grains,"$1,000     ",59406.0
Alabama,2016,Wheat,"$1,000     ",59406.0
Alabama,2016,Feed crops,"$1,000     ",183956.0
Alabama,2016,Corn,"$1,000     ",135208.0
Alabama,2016,Hay,"$1,000     ",45422.0
Alabama,2016,Oats,"$1,000     ",3326.0
Alabama,2016,Sorghum,"$1,000     ",
Alabama,2016,Cotton,"$1,000     ",228081.0
Alabama,2016,Cotton lint,"$1,000     ",193765.0
Alabama,2016,"Cotton lint, Upland","$1,000     ",193765.0
Alabama,2016,Cottonseed,"$1,000     ",34316.0
Alabama,2016,Oil crops,"$1,000     ",287928.0
Alabama,2016,Peanuts,"$1,000     ",118695.0
Alabama,2016,Soybeans,"$1,000     ",169232.0
Alabama,2016,Vegetables and melons,"$1,000     ",509.0
Alabama,2016,Potatoes,"$1,000     ",
Alabama,2016,"Potatoes, Summer","$1,000     ",
Alabama,2016,Sweet potatoes,"$1,000     ",
Alabama,2016,"Corn, Sweet","$1,000     ",
Alabama,2016,"Corn, Sweet, Fresh","$1,000     ",
Alabama,2016,Cucumbers,"$1,000     ",509.0
Alabama,2016,"Cucumbers, Fresh","$1,000     ",232.0
Alabama,2016,"Cucumbers, Processing","$1,000     ",277.0
Alabama,2016,Tomatoes,"$1,000     ",
Alabama,2016,"Tomatoes, Fresh","$1,000     ",
Alabama,2016,Watermelon,"$1,000     ",
Alabama,2016,Fruits and nuts,"$1,000     ",9012.0
Alabama,2016,Peaches,"$1,000     ",4545.0
Alabama,2016,Blueberries,"$1,000     ",
Alabama,2016,Pecans,"$1,000     ",4467.0
Alabama,2016,All other crops,"$1,000     ",342420.0
Alabama,2016,Floriculture,"$1,000     ",
Alabama,2016,Miscellaneous crops,"$1,000     ",342420.0
Alabama,2016,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alabama,2017,All commodities,"$1,000     ",5554605.0
Alabama,2017,Animals and products,"$1,000     ",4405769.0
Alabama,2017,Meat animals,"$1,000     ",526919.0
Alabama,2017,Cattle and calves,"$1,000     ",507546.0
Alabama,2017,Hogs,"$1,000     ",19373.0
Alabama,2017,"Dairy products, Milk","$1,000     ",16554.0
Alabama,2017,Poultry and eggs,"$1,000     ",3704839.0
